holidays:7
weights & measures:1
the 1998 tournament of roses parade:1
words:5
quotations:1
sports teams:1
geography news:1
places in canada:1
musical innovators:1
words from the bible:1
power people:1
the clinton administration:1
around the world:1
songwriters:1
opera anagrams:1
1998 bestsellers:1
ancient greece:1
olympic teams:1
basketball:1
famous american families:1
macbeth:1
latin phrases:2
television personalities:1
u.s. newspapers:2
famous poems:1
entertainment:2
taxes:1
westerns:1
the earth:2
1980s bestsellers:1
literary tourism:1
u.s. retailing:1
television & history:1
statues:3
prime ministers:1
literary greats:1
musical theater:8
1998 business news:1
u.s. senators:2
sports history:2
hotels:1
20th century words:2
health & medicine:5
actresses & statesmen:1
people in politics:1
20th century artists:3
the 1980s:3
sports authors:1
state songs:4
american symbols:1
rock & roll history:1
historic leaders:1
words from physics:1
the 17th century:1
the space race:3
archaeology:1
famous people:3
geographic wordplay:1
tv characters:4
halloween on film:1
biblical times:2
20th century women:7
famous hotels:2
legendary people:1
famous new englanders:1
these united states:1
sports & recreation:1
20th century novels:10
1998 discoveries:1
french literature:3
classic children's lit:1
baseball teams:2
bands:1
british poets:2
1998:2
tv & literature:1
charities:1
theatrical terms:1
entrepreneurs:3
1998 opera news:1
classic movies & television:1
name's the same:6
literary settings:1
christmas traditions:1
american politicians:3
u.s. organizations:1
the 1970s:4
people:5
american buildings:1
ballet:3
the human body:1
famous artists:1
show business:3
spaceflight:1
crime writers:1
broadway musicals:11
vitamins & minerals:2
poets' corner:1
animals:15
presidential firsts:3
names in plays:1
famous nicknames:1
musicals around the world:1
medical history:4
mythological heroes:1
modern african history:1
u.s. industries:1
symbols:4
the titanic:3
corporate america:1
the presidency:8
television actors:1
show biz:1
the animal kingdom:5
elections:6
movie quotes:1
singers & their music:1
irish-born authors:1
presidential birthplaces:2
scientific inventions:1
city & state:1
the flag:2
1999 anniversaries:1
potpourri... no foolin':1
u.s. geology:1
religious terms:2
entertainment awards:1
music:2
machines:2
the environment:1
letter perfect:1
english history:2
world literature:4
from book to film:2
european government:1
renaissance literature:1
international sports:6
american folklore:1
movie characters:4
victory celebrations:1
1950s achievements:1
directors & their films:1
'90s trends:1
quotable definitions:1
italian vocabulary:1
world events:2
famous names of the 1950s:1
internet business:1
literary botany:1
famous fathers:1
historic dates:3
british literature:2
recent movies:4
bands of the '70s:1
world of television:1
parades:1
presidential facts:1
sports superstars:1
in the bookstore:1
historic islands:1
state government:1
films of the '70s:4
place names:3
publications:4
empires:1
holiday quotes:1
fun with numbers:2
historic artifacts:1
famous novels:1
rock music:1
swahili phrases:1
trees:2
business leaders:1
olympics 2000:1
fiction:4
current politicians:1
on the money:1
famous ballets:1
the funnies:1
famous scandinavians:1
modern science:1
national heroes:1
industrialists:1
historic firsts:3
20th century newsmakers:1
sister cities:1
religious history:5
hockey teams:1
19th century fictional characters:1
20th century authors:6
modern technology:1
people & places:2
modern marriage:1
manhattan landmarks:1
famous weddings:1
monuments:1
highways & byways:3
jazz singers:1
novelists:4
the military:1
historic women:2
rock performers:1
automotive history:3
honors:1
classic television:2
state license plates:1
controversial food & drink:1
1999 television:1
food & sports:1
historic questions:1
today's sports stars:1
from play to ballet:1
the musical u.s.:1
ecology:1
nonfiction authors:1
yankee stadium history:1
neologisms:1
the book trade:1
opera singers:1
movie soundtracks:2
medieval firsts:1
front page history:1
financiers:1
sports origins:1
films of the '80s:1
classic toys:1
mammals:3
historic quotations:3
oscar-winning movies:1
geographic extremes:1
classical music:10
1999 books:1
the 13 colonies:1
arlington national cemetery:2
musical instruments:3
textiles:2
space:2
historic american homes:1
armies of the world:1
pretty flowers:1
modern music:1
fun with first families:1
technology:6
famous middle names:1
european authors:3
twentieth century:1
'90s notables:1
nursery rhyme characters:1
potent potables:3
brand name people:1
world war ii battles:1
english:1
sports legends:3
plays & playwrights:1
20th century heroes:1
state name origins:1
sports champions:1
famous relatives:2
film classics:1
classic sitcoms:1
u.s. symbolism:1
world landmarks:3
19th century personalities:2
chief justices of the u.s.:1
asian history:1
19th century crimes:1
books & authors:1
social science:1
baseball history:3
actors:5
clothing:1
'90s olympic names:1
u.s. colleges:2
new classical music:1
women in poems:1
exploration:3
airport codes:1
u.s. paper currency:1
science word origins:1
odd jobs:1
the pulitzer prizes:2
movie directors:4
1962:1
academy award history:2
current television:2
the mars pathfinder mission:1
energy:1
sports books:1
the map of europe:1
classical composers:2
historic canadian geography:1
exploring:1
the internet:10
xyz affair:1
'50s pop hits:1
actors & roles:2
final resting places:1
literary trees:1
the theatre:2
the u.s. population:2
famous teenagers:1
famous landmarks:1
musicals:3
2000 presidential hopefuls:1
british word origins:1
actors & actresses:2
athletic achievements:1
famous firsts:2
recent films:3
'90s nonfiction:1
in the news 2000:1
medical conditions:1
state mottoes:3
rich & famous:2
washington people:1
pro basketball:1
presidential pets:1
annual events:4
life & literature:1
20th century people:3
royal residences:1
historic titles:1
political names:1
britain's national portrait gallery:1
college sports history:1
african mythology:1
american drama:1
african-american authors:1
civil rights history:1
american sports:1
musical theatre:4
biographies:4
science news:3
political history:1
business news:1
plants & flowers:1
legendary heroes:1
the civil war:9
toy safety:1
travel:1
celebrity women:1
let's talk about sects:1
life science:2
1999 art news:1
world records:1
design:1
business biggies:3
religious names:1
world monuments:1
-ologies:1
historic lists:1
jfk:1
famous places:2
the u.s. space program:1
olympic cities:5
recent innovations:1
music & the movies:2
people on postage:1
literature & film:1
1920s french military men:1
famous films:1
sports name origins:1
african history:1
theatre history:1
historic terms:1
campaign slogans:1
"lifestyle, u.s.a.:1"
transportation innovations:1
no. 1 songs:2
business history:6
born in the 1960s:1
greek & roman mythology:1
satire:1
documentaries:1
20th century entertainment:1
19th century businessmen:1
films & authors:1
biblical geography:1
toys & games:6
world religion:3
engineering:1
baseball hall of famers:1
materials:1
the moons of uranus:1
colleges:1
canadian cities:1
the '90s:1
political parties:2
military history:4
authors of the 1920s:1
old warnings:1
the world of transportation:1
coins:1
international stars:1
national historic sites:2
professional sports:1
u.s. military matters:1
after the presidency:2
historic englishmen:2
hitchcock films:1
medical issues:1
history & literature:1
operatic title characters:1
people in song:1
famous couples:1
the emmys:2
american playwrights:1
celebrities:2
historic monarchs:1
books:3
contemporary british authors:1
colleges and universities:1
at the library:1
international landmarks:1
zoology:1
volcanos:1
astronomer's dictionary:1
famous phrases:3
the stock exchange:1
european princesses:1
on the map:2
it's about time:1
the vocal arts:1
usa:1
major league baseball team names:1
international coastlines:1
sports on tv:1
7-letter words:1
'90s movies:1
collectibles:1
legendary characters:1
the universe:2
the early 20th century:2
first ladies:6
young stars:1
sports marketing:1
city name origins:1
fads:3
ancient romans:1
signs & symbols:4
bestselling authors:5
fictional places:3
climate terms:1
historic heroes:1
business & technology:1
tv spin-offs:2
u.s. presidents & vice presidents:1
birds:1
colonial trade:1
state nickname origins:1
christmas songs:1
state symbols:2
traditions:1
19th century presidents:7
american government:1
cities:1
20th century british novels:1
19th century inventions:4
cabinet positions:1
british literary characters:2
architecture & society:1
queens:1
the nfl:3
religious places:1
shakespearean geography:3
southern writers:1
international film directors:1
espionage:1
2001 news:2
in the dictionary:5
pulitzer prize-winning books:1
knowledge by the numbers:1
word histories:1
military units:1
newsmakers:2
renaissance authors:1
israel:1
high places:1
tv history:2
political longevity:1
literature & geography:1
common bonds:1
actors & role:1
geographic phrases:2
fantasy films:1
medical words:1
college football:1
19th century literary characters:2
the emmy awards:2
sports illustrated:1
government & economics:1
country name origins:1
literary heroines:2
1980s business:1
contemporary women:1
september 1984:1
new york city landmarks:1
by the numbers:2
on the calendar:1
state facts:3
inaugural addresses:4
world nations:1
movie mountains:1
the east coast:1
world flags:3
comic strips:1
broadway stars:2
catchphrases:1
movie music:1
1896:1
fields of science:1
modern-day knights:1
historic phrases:1
natural wonders:2
double meanings:1
historic congressmen:1
business geography:1
official languages:1
theories of science:1
american legal history:1
computer history:1
literary inspirations:4
2002 news:1
"washington, d.c.:5"
the white house:1
psychological terms:1
20th century classical music:1
the space program:1
national flags:1
oscar-winning directors:1
fortune 500 companies:1
20th century u.s. presidents:3
tv & music:1
greek gods:1
island countries:2
gambling:1
business giants:1
academy award winners:2
classic literature:5
nonfiction books:1
nutrition:2
logos & trademarks:1
18th century names:2
elegant words:1
popular symbols:1
the globe:2
the tower of london:1
international geographic:1
historic american places:1
the history of cliffs notes:1
new england:1
first names:5
numerical phrases:1
company names:1
top athletes:1
the 1960s:6
advertising icons:5
the usa:1
the new world:1
military aviation:1
classic songs:2
agriculture:3
summer olympic venues:1
actresses in history:1
early american history:1
all god's creatures:1
the 7 wonders of the ancient world:2
2002 pop stars:1
ancient egyptian customs:1
canadian geography:1
food science:1
hispanic americans:1
the secret service:1
celebrity relatives:2
scientific instruments:1
characters:1
political jargon:1
occupations:2
films of the '60s:3
government agencies:1
celebrity auctions:1
historic occasions:1
legal history:1
famous estates:1
national statuary hall:1
architectural history:1
movie industry history:1
governors:3
declaration of independence signers:2
men of medicine:1
economic history:1
film roles:1
inspirations for musicals:1
medical products:1
map reading:1
time's man of the year:1
scientific theories:1
literary title characters:3
fruit:4
former world leaders:1
song titles:1
5-letter words:1
the body human:1
computers:2
people in government:2
tv & stamps:1
charles lindbergh:1
alphanumerics:1
u.s. state quarters:1
people in history:3
classic stories:1
the toy box:1
sports sponsorship:1
phrase origins:10
u.s. vice presidents:2
movie heroes:1
famous lasts:3
survey says:1
ancient texts:1
opera settings:1
historic royalty:1
actors & historical roles:1
in the medicine cabinet:1
20th century notables:3
the american revolution:2
legendary rulers:1
the world's people:1
19th century novels:4
postage stamps:2
new orleans:1
big in the usa:1
18th century america:2
olympic sports:1
reference books:2
voyagers:1
people on the map:1
time magazine covers:1
women in business:1
countries:4
long-running tv shows:1
tony-winning musicals:2
best picture oscar winners:3
geographic terms:4
the u.s. navy:1
presidential candidates:1
19th century business:1
international law:1
the world of disney:1
seasonal characters:1
foodstuffs:1
characters in classic lit:1
named for:1
sports & business:1
film titles:1
current world leaders:1
american writers:5
deadly firsts:1
political campaigns:1
ranks & titles:4
the third century:1
technology firsts:1
literary females:1
the oxford english dictionary:2
the business bookshelf:1
latin lingo:1
presidential families:2
arboreal mammals:1
tv personalities:1
ripped from the headlines:1
19th century philosophy:1
presidential relatives:3
art books:1
songs:2
geographic superlatives:1
jobs:1
italian towns:1
american slang:1
sports superlatives:1
20th century writers:1
the 12th century:1
presidential nominees:1
famous felines:1
international playwrights:1
medical terminology:1
golf:1
george washington:1
rock groups:1
labor union presidents:1
biblical journeys:1
20th century bestsellers:1
american entertainers:1
canadian literature:1
19th century art & history:1
time magazine's man of the year:1
phrases:2
'80s films:1
mythological names:2
18th century british novels:1
classic movies:1
metals:1
pop culture:2
the u.s. senate:4
tourist attractions:1
nfl team names:1
longfellow:1
the 2000 olympics:1
record holders:1
words & phrases:1
european islands:1
united nations history:1
on exhibit:1
famous products:1
the 16th century:3
historic partnerships:1
book titles:2
children's lit:4
sports heroes:1
mass communication:1
writers:3
fictional people:1
international politics:1
names in the bible:1
headlines of the last 40 years:1
comic books:2
war movies:1
historic mediums:1
country names:4
aliases:1
marilyn monroe movies:1
art subjects:2
geography in literature:1
20th century ships:1
children's authors:4
19th century names:5
acronyms:1
americanisms:1
2004:2
western hemisphere geography:3
1920s transportation:1
biblical weights and measures:1
populations:1
historic areas:1
semiannual publications:1
u.s. travel and tourism:1
company origins:2
theatrical premieres:1
british novel characters:1
on the globe:4
beethoven:1
political words & phrases:1
baby names:2
the 18th century:4
children's stories:1
rarities:1
award-winning authors:1
historic messages:1
historic objects:6
dante's inferno:2
19th century speeches:1
8-letter words:2
military matters:2
1920s nostalgia:1
dates in american history:1
federal public servants:1
world monarchs:1
brands:2
classic american songs:1
bestselling novels:1
fictional children:1
middle eastern affairs:1
18th century poetry:1
the world of art:1
astronauts:1
19th century literature:7
biblical names:4
legal terms:4
1930s movies:1
shakespearean royalty:1
wordplay:2
foreign words & phrases:1
political geography:1
the u.s. census of 1790:1
wood:1
college libraries:1
detective fiction:1
u.s. islands:1
sports phrase origins:1
the science world:1
ancient writers:1
historic brits:1
artistic masterpieces:1
the 2004 u.s. elections:1
european languages:1
world facts:1
cyber-glossary:1
major league baseball:2
harvard men:1
12-letter words:1
historical plays:1
english lit:2
presidents & the movies:1
historic places:3
notable african americans:1
arlington's tomb of unknowns:1
16th century names:3
invented words:1
20th century asia:1
new laws:1
british military history:1
19th century american art:1
words from mythology:1
female firsts:1
fictional animals:1
literary musical theatre:1
biblical cities:1
words from latin:1
nuclear power:1
images of america:1
law & society:1
mythological words:1
beatles music:1
presidential campaign slogans:1
new york city:1
contemporary quotations:1
charitable work:1
american license plates:1
20th century athletes:1
historic businessman:1
u.s. college towns:1
military men:4
u.s. senate history:1
terms in science:1
wartime:1
olympic athletes:1
supreme court justices:1
slogans:1
words in literature:1
literary firearms:1
leading men of the movies:1
the map of north america:1
18th century literature:1
european rulers:1
famous paintings:1
military traditions:1
15-letter anagrams:1
famous englishmen:3
actors and roles:1
the nobel prizes:1
record setters:1
the king james bible:1
sweet treats:1
hobbies:1
academy award nominations:2
enterprising women:1
youth organizations:1
18th century correspondence:1
capital cities:5
20th century republicans:1
the old west:1
famous expressions:1
precious metals:1
continents:1
billboard magazine:1
american design:1
2005 commencement speeches:1
name the poem:1
20th century books:4
heraldic symbols:1
in the encyclopedia britannica:1
1950s movie ensembles:1
names of the 1930s:1
political lingo:1
20th century innovations:1
19th century lit:1
facts about the presidents:1
surnames:1
1940s movies:1
trademarks:4
american businessmen:2
lines from lincoln:1
shakespeareana:1
pulitzer prize-winning plays:1
soviet history:1
ancient biographers:1
newer words & phrases:1
religious personalities:1
african-american actresses:1
classic movie characters:2
literary history:1
ancient objects:1
women leaders:1
u.s. commerce:1
hit songs:2
current royalty:1
gem lore:1
civil rights:1
world money 2005:1
pen names:2
war & peace:1
characters in 18th century plays:1
milestones:1
notable american women:2
literary animals:2
american music:2
former world capitals:1
famous painters:2
european fiction:1
american women:5
the vice presidency:1
geographic nicknames:1
food lore:1
the technology sector:1
20th century literature:3
20th century theater:1
famous photographs:1
german americans:1
memorials:2
the early 1900s:1
u.s. territories:1
'60s novels' first lines:1
leading men:2
famous objects:2
rocks & minerals:1
literary objects:1
theatre 2005:1
people in space:1
memoirs:1
composing contemporaries:1
characters in shakespeare:4
european literary classics:1
words in the news:1
canadian postal abbreviations:1
universities:1
literary quotes:4
transportation news:1
national names:1
ancient wonders:1
19th century governors:1
oscar-winning singers:1
children's lit title characters:1
state flags:2
business firsts:1
pro football geography:1
variety headlines:1
presidential quotations:1
european countries:3
health:1
nyc ticker-tape parade honorees:1
oscar-nominated movies:1
political idioms:1
african capitals:2
american women authors:1
plants:2
a 1950s poem:1
american mountains:1
castles:1
in the news 2006:1
literary cinema:1
historical terms:1
national capitals:1
recent events:1
the space shuttle:1
classic cartoon characters:1
from movie to musical:1
math words:1
literary title objects:1
movie villains:1
the 1850s:1
government & politics:1
names on the map:2
government forms:1
phrases in american history:1
presidential distinctions:2
actors & plays:1
the encyclopedia britannica:1
1970s television:1
modern languages:1
play characters:2
broadcasting firsts:1
famous new yorkers:1
chief justices:1
university geography:1
word oddities:1
poem titles:1
20th century playwrights:1
the middle east:2
holy places:1
the stock market:1
broadway:3
holiday stuff:1
novel inspirations:2
19th century democrats:2
pro football:1
american theatre history:1
literary titles:1
the u.s. government:4
18th century americans:1
animated characters:1
recent books:2
business innovations:1
foreign currency:2
the middle ages:2
american plays:1
it happened in new york city:1
british royal names:1
the u.s. military:2
tourism:1
state names:2
19th century men:1
films of the 1950s:2
play & film titles:1
british novelists:2
going to the dogs:1
novel titles:4
women of the 1930s:1
olympic history:2
music history:1
u.s. bodies of water:1
u.s. congress:1
literary figures:1
'60s oscar-winning films:1
historic locations:1
hollywood scandals:1
20th century businessmen:2
the greek alphabet:2
a real renaissance man:1
presidential vetoes:1
o canada:1
european history:5
19th century american authors:1
u.s. transportation:1
states of mexico:1
presidential succession:1
french artists:1
lines from plays:1
the computer age:1
america:1
1920s literature:2
travel europe:1
crime time:1
historical movies:1
19th century inventors:1
mnemonic devices:1
the british theatre:1
17th century personalities:1
oscar-winning actresses:2
historic namesakes:1
entertainers of the '60s:1
colors:1
19th century royalty:1
state populations:1
religion in america:2
presidential books:1
afi's top movie quotes:1
the balkans:1
mythical heroes:1
communications pioneers:1
the world of cinema:1
kid stuff:1
17th century people:1
italian inventors:1
theatre around the world:1
african cities:1
great moments in the 20th century:1
bread:1
american publishing:1
musical history:1
championship sports:1
historic purchases:1
20th century fictional characters:1
the 5 w's:1
national holidays:1
charles dickens:1
trains:1
meet the press:1
sports business:1
literary title adjectives:1
scientific names:1
traveling the globe:1
stamps & coins:1
economics:1
quotations from b.c.:1
geometry:1
documentary subjects:1
african geography:4
license plates of the famous:1
the southern hemisphere:1
early american short stories:1
the persian gulf:1
historic architects:1
english language writers:1
newspaper people:1
colonial american government:1
american ancestry:1
pro sports team names:1
current american business:1
the sea:1
19th century books:3
british entrepreneurs:1
motown singers:1
shakespearean tragedy characters:1
african rivers:1
academy award firsts:1
classic rock:1
snack brands:1
space men:1
frenchmen in history:1
structures:1
authors' obituaries:1
u.s. trade:1
the box office:1
aviation history:1
midwest topography:1
the catholic church:1
"""c""inema:1"
opera inspirations:1
classic movie duos:1
4-letter words:2
adjectives:2
classic tv:1
tv celebrities:1
communication:3
british actors:1
19th century politicians:1
world authors:2
north american geography:2
characters in books:1
the animal world:2
shakespearean heroines:1
u.s. government history:1
biblical place names:1
1910s history:1
name's almost the same:1
space: 2007:1
historic new york city:1
'60s movies:1
household products:1
science fiction:2
the world map:1
book title references:1
beatles tunes:1
plagues & pestilence:1
the social sciences:1
ancient names:1
classical musicians:2
pros & cons in history:1
before they were senators:1
european rivers:1
sports firsts:1
assassinations:1
1950s fiction:2
u.s. agriculture:1
nobel prize:1
consumer products:1
wwii:2
21st century oscar winners:1
royal wives:1
baseball terms:1
business:10
american thinkers:2
the 7 wonders of the world:1
famous austrians:1
civil war-era fiction:1
historic journals:1
alliances:1
early 20th century plays:1
demographics:1
annual sporting events:1
the billboard hot 100:1
the great chefs of europe:1
colonial pen names:1
business trademarks:1
19th century science:1
world organizations:1
the heisman trophy:1
afi's top 100 movie quotes:1
foreign countries:1
the quote of the month club:1
myths:1
1970s hits:1
civil war history:2
the vatican:1
lines from 19th century novels:1
presidential lasts:1
nba logos:1
tennis:1
island chains:1
20th century america:3
peninsular nations:1
1960s oscar nominations:1
modern monarchies:1
award namesakes:1
european literature:3
epic movies:1
1960s hit songs:1
biblical aka:1
historical shakespeare:1
presidential election history:2
people on currency:1
international motoring:2
2008:1
movie makers & remakers:1
pulitzer-winning novels:1
inventors & invention:1
pop music firsts:1
world currency:1
earth facts:1
higher education:1
nonfiction writers:1
in the news 1952:1
food brands:1
french:1
breakfast cereals:1
historic property transactions:1
american literary sites:1
performers & hometown venues:1
bridges:2
alma maters:1
peoples of the world:1
the grammys:3
political rock & roll:1
games:2
characters in novels:3
historic structures:1
independence days:1
alphabets:2
english spelling:1
historic royal relatives:1
characters in plays:1
writer/directors:1
culinary history:1
geographic process of elimination:1
plays of the 1980s:1
celebrity marriages:1
mythological words & phrases:1
19th century poets:1
musical inspirations:1
weapons of world war ii:1
civil war people:1
20th century firsts:1
american fiction writers:1
music legends:1
20th century correspondence:1
1950s literature:1
international relations:1
american business:4
political terms:5
ancient works:1
world rivers:1
american novelists:2
sports team names:1
18th century scientists:1
diplomatic relations:1
franco-american history:1
celebrations:1
what happens in vegas:1
french classical music:1
world money:1
british painters:1
elvis presley:1
gods of ancient egypt:1
civil war sites:1
16th century thinkers:1
19th century construction:1
story inspirations:1
betting terms:1
authors' lesser-known novels:1
sports venues:3
film quotes:1
vive la france!:1
broadway history:1
american legends:1
books about actors:1
20th century science:1
shakespeare's title characters:1
the u.s. money map:1
european place names:1
gland finale:1
on the moon:1
b.c. thinkers:1
words of inspiration:1
the history of flight:1
science terms:2
no. 1 hits of the 1970s:1
big books:1
20th century politics:1
british legendary poetry:1
big countries:2
cartoon science:1
geographical literature:1
european landmarks:1
state quarters:2
acting families:1
signs of the times:1
historical poems:1
the dow jones industrial average:1
words in physics:1
presidents on film:1
slang term origins:1
19th century american literature:2
the beatles:2
u.s. transportation history:1
napoleon:1
european regions:1
music words:1
poets on poets:2
books inspired by history:1
25 years & counting:1
presidential ancestors:1
famous actors:1
17th century british history:1
from page to screen:1
old names in the news:1
music halls of fame:1
historic headlines:1
geographic names:1
emmy winners:1
biography subjects:1
anniversaries & farewells:1
scientific firsts:1
u.s. science cities:1
goddesses:1
the pulitzer prize for drama:1
presidential names:1
numbers & letters:1
the old testament:2
the world after wwii:1
19th century novelists:2
historic speeches:1
classic songs from movies:1
movies & dance:1
odd titles:1
postal abbreviations:2
