animals:484
in the ocean:16
medium & message:7
musicals:58
fashion designers:93
the nobel prize:23
spelling:43
television:368
music makers:38
kiddie lit:40
international cuisine:88
classic cinema:41
"""sh""!:28"
modern writers:6
early americans:11
science & nature:302
pirates:33
u.s. government:112
1:11
2:20
3:15
4:14
5:5
6:6
u.s. geography:439
dogs:97
antonyms:56
assassinations:31
secretaries:1
great britain:1
words within words:66
sickness & health:72
the vikings:30
very grimm fairy tales:5
spain:20
1986:20
piano lesson:5
world leaders:209
the human body:150
new words:10
food facts:97
hits of the '80s:8
national symbols:5
horsing around:25
actresses:141
business & industry:529
libraries:171
psych 101:34
historic last lines:1
"starts with ""c"":23"
international trivia:10
funny felines:5
sweets:58
the foot:6
poetic terms:10
18th c. america:11
writers:39
actors & role:16
bodies of water:438
balls:20
rubber:17
american authors:102
1988:30
famous quotes:67
singers:170
19th c. america:15
"""r"" you ready?:5"
shakespearean characters:76
religion:451
movie stars:17
current events:45
a.k.a.:59
ads & commercials:10
zoology:274
recorders:5
the brain:24
organizations:283
gems:79
the instrument played:14
u.s. coins:62
television history:25
missing links:73
geometry:102
the incas:10
american politics:6
tennessee:15
quotes:172
theater:103
fabrics:45
monarchs:33
brooklyn:5
"rated ""p.g."":10"
british trivia:14
hats:45
cotton:14
anatomy:225
arizona:10
slang:43
"""bar""s:5"
disc jockeys:5
hollywood:25
books & authors:395
the supernatural:5
famous frenchmen:16
medicine:316
women in politics:12
the swimsuit edition:5
south america:79
dictionary abbreviations:5
scary movies:17
novels:119
fraternities & sororities:10
mountains:284
college nicknames:10
nuclear physics:46
geographic names:11
paul revere:20
old testament:63
1980s pop music:10
european history:241
mythical creatures:10
flowers:158
hodgepodge:342
13-letter words:110
"starts with ""q"":10"
states in song:5
gay '90s:4
landmarks:167
musical instruments:316
titled heads:2
politics:88
baseball:126
"""cat"" egory:5"
movies:91
australia:34
odd jobs:55
architecture:297
"starts with ""a"":24"
the zodiac:11
celebrity authors:24
songs:57
the farmer's almanac:3
abbrev.:189
boston:9
magazines:258
shakespearean trivia:29
herstory:16
religious leaders:54
addresses:10
signs & symbols:147
10-letter names:10
the emmys:55
word play:35
classical music:420
spies:2
"""d"" in literature:5"
world cities:295
"starts with ""v"":10"
1981:20
hollywood quotes:10
electricity:30
mary had a little lamb:5
ballet:401
the old west:119
the mysterious east:9
drama:125
potpourri:623
money:83
holland:5
"famous ""baby""s:5"
lyrics:17
oats:10
real estate terms:5
new yorkers:12
"""man""ly movies:15"
3-letter words:331
stephen foster lyrics:5
austria:21
legal lingo:56
celebrity marriages:36
astronomy:313
grammar:63
pot luck:69
fiction:90
famous alices:10
china:34
state holidays:11
airport designations:4
children's literature:119
"""give"" & ""take"":5"
the occult:25
leather:25
'40s songs:5
they also wrote:5
academy awards:19
tunes of the '20s:5
smoking:10
florida:30
astaire & rogers:4
man in space:42
plants:77
americana:336
actors of the past:25
mythology:355
"sing ""out"":5"
the environment:62
proverbs:176
the five & dime:3
literary terms:74
botany:186
u.s.history:7
classical musicians:42
women in history:86
in other words...:94
philosophers:46
musical texas towns:5
golf:55
'88 movies:2
the supreme court:92
novel places:11
evolution:6
pbs:23
american poets:23
lbj:5
state & territory flags:5
films of the '70s:44
cars:39
"yes, ""master"":10"
"steves, stevies & stephens:5"
soviet cities:5
opera characters:42
"here's ""johnny"":5"
u.s.a.:169
leftovers:161
"the ""i""'s have it:10"
british royalty:69
dance:120
taxes:17
the cabinet:74
middle names:143
movie themes:10
presidential inaugurations:8
the alps:14
time:69
korean war:5
"""ism""s:5"
the auto industry:16
tv themes:25
celebrity quotes:25
flags:112
fairies & wee folk:15
actor-directors:38
english class:15
design:56
london landmarks:22
the insect world:15
"""wet"":5"
the west indies:20
"""dry"":5"
20th century writers:26
clothing:64
the u.s. congress:12
"""good"" & ""bad"":5"
celebrities' real names:5
lakes:40
swans:11
museums:341
title roles:10
shakespearean anagrams:14
government:59
point it out:9
nursery rhymes:134
around the house:44
"""c"" here:29"
navigation:9
theatre:199
black america:97
mythological romances:5
best sellers:40
"songs that ""don't"":5"
foreign festivals:5
tv reruns:10
"""b"" in geography:26"
mikes & michaels:5
books:28
mexico:39
marilyn monroe:5
months:55
"""street""s:14"
the queen's english:77
literary islands:9
legends:21
"starts with ""p"":15"
name that musical:14
in the news:93
award-winners:10
presidential relatives:38
canada:47
spanish 101:5
the post office:7
final resting places:46
movies by the numbers:23
ohio:20
elvis films:5
"ends in ""itz"":5"
men's fashion:4
the u.n.:40
wizards:9
french history:67
abbreviations:123
mysteries:23
jeopardy! categories:5
letters in song:5
seashells:10
mark twain quotes:5
sports cities:11
famous trios:5
tennesseans:5
haute cuisine:15
literary relatives:40
12-letter words:137
sculpture:175
cosmetics:17
"starts with ""d"":10"
celebrity alma maters:10
onomatopoetic words:24
russian history:30
magnificent moustaches:5
wisconsin:15
ice skating:3
english literature:162
monuments:16
"""w""ords:45"
the constitution:73
presidential slogans:5
fictional detectives:26
'50s songs:10
sewing:48
ancient rome:81
arts & crafts:40
stock symbols:98
the funnies:41
historic names:268
actor-playwrights:25
"starts with ""l"":15"
movie judges:5
black americans:53
movie sequels:35
england:31
insert coin:5
reptiles & amphibians:15
name's the same:49
broadway:84
jewelry:51
the civil war:321
state nicknames:69
greek mythology:43
resorts:19
the apostles:5
theaters:5
popular songs:5
7-letter words:110
aproximate weights & measures:5
"by the ""book"":13"
the golden globe awards:20
famous admirals:5
shopping:15
disney feature films:1
dallas:15
texas:31
"""p""s & ""q""s:28"
woman in space:5
spanish history:21
herbs & spices:118
the united nations:55
"""fort""s:5"
hail and farewell:5
6-letter words:141
dances:20
female firsts:43
"quote ""un""quote:10"
the american revolution:193
france:33
publishing:40
trivia:62
the 1950s:51
cities in literature:5
indians:35
nobel prizes:5
"""dark"":5"
light:10
movie directors:48
mississippi:5
crime:24
1989:35
colorful tv shows:10
the animal kingdom:79
state capitals:429
sports & games:10
insects:154
"starts & ends with ""t"":20"
british musicals:5
literary settings:27
palaces:19
countries of the world:172
physical science:130
record album covers:5
1967:19
men's cologne:5
tv actors & roles:64
illinois:10
"ends with ""z"":14"
foreign brand names:5
boxing movies:20
famous couples:26
old-time radio:10
characters in plays:26
cartoonists:10
textiles:41
the movies:300
get to the point:9
tv sheriffs:5
"""key""s:10"
nonfiction:354
"""lock""s:15"
congress:17
playwrights:132
french royalty:5
jazz pianists:10
films of the '50s:31
baseball managers:10
babies:10
barons & baronesses:19
birds:187
beethoven:27
boxing:21
dr. seuss:25
5-letter words:218
trees:120
1980:15
holidays & observances:317
countries:28
silver:19
"""bell""s:4"
hispanic actresses:5
"starts with ""z"":20"
famous pairs:117
walls:5
the earth:35
literary trivia:13
at'sshow music:5
japanese history:28
milk:25
awards:214
nebraskan actors:4
modern novels:10
greece:30
u.s. politics:21
the calendar:52
the universe:26
actors' real names:10
gardening:97
poe:11
the quotable franklin:5
actors & their roles:113
"starts with ""ke"":5"
common bonds:302
paris:20
inns & innkeepers:5
archaeology:143
political leaders:16
"starts with ""b"":25"
famous americans:187
play settings:25
argentina:34
ancient history:157
1973:10
letter perfect:168
âaâ in science:5
canadian history:36
glands:5
cooking:133
physics:207
conquerors:14
born & died:55
communications:22
cinema:10
2-letter words:123
20th century america:88
the soviet union:15
authors' maiden names:10
the census:8
norse mythology:45
math:120
newspapers:123
name that poet:15
ancient geography:5
orchestra conductors:5
women in sports:104
"""c"" in geography:20"
government & politics:202
rulers:72
pacific islands:10
biblical quotes:69
oxford university:5
journalism:47
city nicknames:36
scotland:40
medicines:14
famous educators:5
vice presidents:105
the wars of the roses:5
"""nothing"" doing:5"
hollywood history:23
french literature:61
wisconsinites:5
unreal estate:74
"begins with ""l"":5"
mammals:206
foods:8
record albums:9
corporate america:51
"""chain""s:5"
slavery:10
famous firsts:72
the body human:206
technology:176
"starts with ""e"":21"
movies in other words:20
new year's babies:4
hans christian anderson:5
business & indusrty:5
1930s best sellers:5
famous lasts:17
the solar system:58
sing-along songs:9
9-letter words:97
"""a"" in literature:15"
u.s. rivers:37
middle ages:5
magic:21
"starts with ""m"":20"
mythical characters:6
maryland:26
movie makers:11
mottos:5
jazz:45
cinderella:15
fruits:22
floral quotes:14
forests:40
geographic squares:10
driving:20
"""pot""s:5"
soap operas:9
"""pan""s:4"
historical filmms:5
animal groups:61
mathematics:74
7 wonders:4
switzerland:29
presidential sons:5
sports nicknames:71
national anthems:66
san francisco movies:4
etiquette:78
"number, please:127"
waterfalls:41
parrots:15
"a little ""r"" & ""r"":19"
women in mythology:26
songwriters:6
vice-presidents:16
scandinavia:10
only no. 2:5
science & technology:54
city seals:30
numbers in literature:5
japan:69
"starts with ""s"":14"
gems & jewels:34
american music:31
"file under ""a"":15"
1968:15
christmas customs:15
tv westerns:21
presidential daughters:10
singers from virginia:5
shakespearean quotes:4
international airlines:10
superstitions:58
brazil:20
christmas carols:10
classical literature:22
genetics:25
"""baby"" songs:10"
'89 anniversaries:5
autobiographies:67
italian history:25
cities:26
the 1980s:101
tv landlords:5
astrology:44
humpty dumpty:10
the south:29
american women:59
musical biographies:4
"by ""george"":5"
north on the map:5
world literature:151
canadian actors:13
vermont:25
"file under ""e"":10"
famous kangaroos:5
asian capitals:34
actors & russian roles:4
famous politicians:5
1970s tv:20
g whiz:5
nevada:28
the winter olympics:12
"""boo""!:34"
fictional sisters:12
genesis:66
musicians:35
famous aussies:2
"""w""orld geography:5"
state flowers:33
last lines from movies:5
scandinavians:10
under wood:5
june 1969:5
one   song:5
tv blondes:10
california cities:11
roses:10
cold-blooded animals:15
famous families:14
firsts:22
saints:130
lasts:15
education:130
country music:99
circus lingo:5
films of the '60s:18
seafood:20
business history:14
famous toms:5
western songs:7
alabama:14
1889:10
"""f"" in math:6"
ancient times:96
show music:10
capital punishment:40
advertising:45
novel operas:5
disney:6
"""black"" movies:5"
the navy:10
pudding:20
novel plots:5
1985:9
the louvre:10
timepieces:5
the dick van dyke show:5
country singers:45
the rocky mountains:4
famous physicians:14
directors:35
political terms & slogans:5
songs of the '60s:40
"""g"" whiz:54"
amusement parks:9
1987:36
medical history:49
mushrooms:10
ontario:5
"thanks, guys:5"
snakes:25
"starts with ""g"":10"
colors:150
films of the 1930s:4
nicknames:127
the nile:4
the wild west:25
1980s television:10
food trivia:5
"starts with ""t"":5"
olla podrida:5
sports shifts:5
georgia:20
british history:100
punctuation:10
i tv:5
body language:117
ancient greece:56
french phrases:14
fairies & folklore:18
"file under ""f"":14"
pop music:330
civil war generals:35
literary quotes:76
howdy doody:10
the military:11
historical trivia:9
news of the '80s:5
the bill of rights:53
mythological women:15
cliches:41
alexander graham bell:5
cereals:10
volcanoes:63
the violin:5
college trivia:5
marine biology:58
toys & games:109
the royal family:15
french words & phrases:20
sitcoms:31
"ends with ""ash"":5"
weather gear:10
from the latin:82
american novels:15
communication:74
cuba:9
sinatra:5
backyard games:5
insurance:15
vegetables:12
movie quotes:122
newfoundland:4
___the___:10
famous folks:22
international cooking:5
presidents & first ladies:45
asia:82
ink:5
animal trivia:10
tv moms:7
india:26
french authors:16
yachts:12
8-letter words:76
musical theater:61
the sport played:20
words:59
the comics:19
"""h"" on the map:5"
early america:69
reference books:12
washington state:34
world trade:2
fantastic films:5
"""table""s:5"
song lyrics:59
city flags:5
american plays:11
chairs:17
women's fashion:10
say cheese:24
celebrity relatives:57
antiques:35
shakespearean title characters:1
peanuts:10
manias:10
sports equipment:14
11-letter words:100
pen names:87
mythological pairs:5
"it's ""magic"":5"
19th century americans:41
rhymes with eek:5
guinness records:140
fads & fashions:10
the 1880s:48
eastern europe:23
fish:79
american poetry:60
political parties:17
odds & ends:197
the far east:15
religious history:30
rudolphs & rudolfs:5
literary characters:169
medals & decorations:52
u.s. landmarks:38
african history:72
"tv ""p""eople:5"
december 25th:5
weddings:42
spy novels:10
movie musicals:54
don't try this at home:10
the renaissance:41
18th century america:58
celebrities:97
"file under ""t"":10"
marlon brando:5
indiana:15
english lit:93
1981 movies:10
famous joes & josephs:5
psychology:84
american religion:10
andrew jackson:20
namesakes:29
sudden death:19
first aid:44
fictional indians:10
social science:21
wyoming:20
silly songs:28
"""nick"" names:5"
women authors:169
books of the '80s:10
art & design:4
gems & jewelry:90
girls in song:22
"""c"" cities:5"
tv detectives:20
the dark ages:5
iowans:14
advertising slogans:10
pirate movies:5
cable television:8
mark twain:21
singers & their roles:10
medical matters:35
foreign words & phrases:214
whales:18
the roaring '20s:41
feathered friends:25
politics & government:5
1890:5
italy:24
geology:165
1790:4
"""blue"" movies:20"
potatoes:5
irving berlin:5
fictional servants:10
the 4 seasons:11
the midwest:35
1962:6
the mideast:4
cats:37
utah:15
titles:25
horses:51
recent u.s. history:2
sodom & gomorrah:10
american islands:30
historical films:10
names:20
wars:31
desserts:21
literature on film:5
poland:26
astronomers:35
think twice:15
american businessmen:7
sir isaac newton:5
tv spin-offs:41
little red riding hood:10
west on the map:5
twins:22
disneyland:7
love poems:5
historic cities:5
the dakotas:9
prophecies & predictions:5
names that are verbs:10
iron:5
curtains:18
epitaphs:21
plants & trees:67
the senate:5
recent movies:54
weapons:81
sunday school:15
-ologies:143
island nicknames:11
poets & poetry:299
the 3 r's:5
macy's parade:5
computers:32
heads of government:10
nursery rhyme animals:5
songs of the '80s:5
ancient egypt:47
energy:45
shark!:20
historic trivia:5
rhymes with creep:5
the elements:174
the 15th century:31
wordplay:22
sports arenas:5
tv & film girlfriends:5
medieval people:10
economics:108
comic books:32
according to people:5
1983:20
adam & eve:5
books on tape:5
anthropology:33
ecology:25
apples:22
poli sci:8
ceremonies:47
ancient world:5
"state ""c""apitals:5"
the 18th century:50
name the author:34
rock groups:26
"file under ""m"":19"
nutmeggers:10
political terms:53
"""south"":5"
"""north"":5"
new hampshire:30
the cia:16
quebec:5
the crusades:45
1960:18
bette davis:5
prime ministers:31
americans in paris:20
world news:5
stop:5
"""pen"" pals:10"
"washington, d.c.:34"
"starts with ""kh"":5"
city name origins:11
1984 movies:5
the beatles:32
"""horse""play:5"
in the bookstore:119
africa:114
cowboys:10
presidential nicknames:86
aviation firsts:22
agatha christie:6
minerals:18
a:10
b:3
counties:33
literary occupations:2
world religions:32
republicans:50
european artists:20
screenwriters:14
sea life:19
secretaries of state:34
philadelphia:15
edible anagrams:5
antarctica:19
presidential elections:23
early man:29
baseball stadiums:16
moviemakers:13
finance:23
alberta:10
king arthur:20
hot movies:10
august:7
"the ""pits"":5"
travel:29
rabbits:5
music class:70
famous sailors:5
see the usa:29
"""a"" in science:25"
"quote, unquote:5"
crime & punishment:29
easy math:5
social studies:29
here comes the bride:5
shakespearean settings:5
20th century presidents:23
"""black"" & ""white"":10"
the circus:26
davy crockett:15
bobs & roberts:5
pets:35
metals:82
labor:53
mythological relatives:10
australian literature:5
european rivers:21
world war i:79
"""trans"" science:5"
the american flag:15
turkey:20
handicrafts:16
physicians in history:5
early art:5
animals in literature:15
homophones:238
those phabulous phoenicians:5
"""m"" tv:25"
friendly phrases:5
famous germans:5
years:30
takes the cake:5
inventors & inventions:103
"geographic ""saint""s:5"
modern history:40
"starts & ends with ""a"":35"
kitty literature:5
tough tv trivia:55
17th century quotes:5
the common market:1
famous teachers:6
gold:20
"""silver"":5"
state flags:83
philosophy:150
despots & dictators:10
poisons:5
espaÃ±ol:10
"""g"" men:29"
nature:192
train songs:5
ancient vips:10
italian literature:10
space exploration:46
record labels:20
"starts with ""end"":5"
new york cities:10
general science:196
imprisoned authors:9
thanksgiving:15
"""s""cience:27"
european cities:69
legal quotations:5
17th century personalities:6
famous lions:5
national parks:130
audrey hepburn:9
women poets:10
1972:5
soup du jour:8
contemporary books:10
eleanor roosevelt:5
seas:34
foreign exchange:23
musical rhyme time:5
historic nicknames:54
the labor movement:5
national coat-of-arms:4
johnny mercer lyrics:5
bottoms up!:20
medical specialties:10
directions:5
trains:33
1958:16
daytime dramas:5
soap:8
state seals:25
the bonaparte family:5
dem bugs:5
literary animals:22
"planes, trains & automobiles:35"
world series:5
trends:10
the home:1
types of government:10
tv trademarks:5
meeting places:5
historical quotes:30
cards & dice:15
the u n:5
indian chiefs:5
doctors:25
lawyers:10
"""in"" cities:5"
o. henry:5
disney songs:11
sprechen sie deutsch?:5
the north pole:5
february:5
ben franklin:18
a seafood sampler:4
"catching some ""z""s:39"
name the artist:20
agriculture:88
rock 'n roll:7
"starts with ""oo"":5"
the '50s:30
wild west:35
polar animals:5
latin phrases:12
1891:5
movie songs:59
columnists:20
1791:5
theatrical terms:6
"columbus, ohio:5"
celebrity inventions:5
rock lyrics:20
world facts:124
"""i"" in science:5"
deserts:40
films of the '90s:60
anatomical quotes:15
parks:43
tv dads:15
the sun:19
famous russians:5
tv nostalgia:38
motherhood:5
"geograph""e"":15"
eponyms:64
biblical people:72
1959:20
pennsylvania:40
the u.s. armed forces:5
kiddie literature:5
city cuisine:5
the liberty bell:25
vive la france:5
notable davises:5
questionable songs:20
new mexico:26
comets & asteroids:5
fatherly nicknames:25
beatles lyrics:39
national forests:19
fig facts:5
ghosts:19
radio heroes:15
all ears:20
business & finance:20
shakespearean servants:6
20th century europe:11
"starts with ""h"":34"
odd words:136
1933:15
hyphenates:11
kingdoms:1
nonsense poetry:5
films of the '30s:6
serving suggestions:5
people in history:156
"""port"" cities:5"
great nicknames:5
the 1970s:84
the duchess of windsor:9
biblical people & places:10
wilde:10
folklore:30
national coats of arms:20
the pulitzer prize:6
sports  history:5
1956:10
julius caesar:20
20th century authors:42
maxims & mottos:5
the 1830s:20
movie debuts:80
california:30
"""smith"" & ""jones"":5"
decorative arts:39
contemporary fiction:5
before he was president:25
medieval europe:15
completes the film title:15
"go to ""h"":10"
louisiana:20
19th c. americans:6
1974:15
getting married:5
pottery:10
medieval times:30
secretaries of defense:10
authors' dedications:4
1991 films:5
miscellaneous:19
rocket science:19
u.s . government:6
the 16th century:57
authors from georgia:5
ancient literature:1
1970:15
what's the pitch?:15
sheep potpourri:4
flanders:11
tennis:36
sophia loren:5
james buchanan:10
name brands:5
film biographies:14
news 1991:5
henry viii's wives:5
military leaders:6
under the microscope:20
"file under ""y"":5"
science fiction:42
plays & playwrights:109
famous scientists:18
actresses & their roles:6
4-letter birds:10
dan quayle:5
the old testament:154
inventors:165
ireland:15
the odyssey:15
shellfish:25
"file under ""n"":5"
judy garland:5
new zealand:20
18th century quotes:10
1990:25
south africa:16
just desserts:63
princeton:10
famous lloyds:5
opera singers:6
the 14th century:9
african americans:61
hits of the 1960s:5
historic trios:5
annual events:324
adjectives:97
the congress:5
oklahoma:15
floridians:5
'60s sitcoms:10
"""house""s:5"
iowa:29
foreign currency:47
mythological words & phrases:41
sports legends:53
salutes & salutations:5
ye gods!:34
show biz books:5
song standards:24
college degrees:10
jules verne:10
famous armstrongs:5
movie monsters:10
"""g""eography:69"
photography:83
jupiter:5
surrenders:5
u.s. stamps:52
singers & dancers:18
"""fridays"":5"
cartoons:53
movie talk:4
palindromes:44
around the world:271
hail to the chief:161
the 1850s:21
handcrafts:5
famous towers:5
david lean:4
optical instruments:5
the statue of liberty:17
hobbies:31
"""top""s:5"
men of science:37
december 7:10
books on audiotape:10
"file under ""q"":20"
hints from heloise:68
rappers:5
"""t"" time:78"
genghis khan:5
the orchestra:20
skiing:5
"what's ""new"":5"
broadway musicals:84
tests:9
misc.:20
animated films:10
sweet treats:26
frog anatomy:5
law & government:10
the byrds & the beas:5
20th century vice presidents:2
paper:30
criminal nicknames:10
the low countries:10
british novels:10
earth science:50
1966:17
the u.s.a.:2
bogart films:5
the great lakes:17
flightless birds:24
tv occupations:5
movie meals:5
london:25
playing with fire:10
cleveland:11
money matters:20
the age of chivalry:10
"""a""uthors:15"
wild bill hickok:5
prefixes:40
fountains:25
new jersey cities:5
international organizations:9
famous austrians:6
musical terms:35
treaties:45
cable tv:21
"""x"", ""y"", ""z"":19"
nuts:20
"""king""s:5"
the fbi:5
aluminum:5
the 17th century:45
queens:18
elizabeth taylor's wedding:5
oscar winning songs:5
1991:15
historic america:30
hills:10
famous japanese:5
biblical transportation:5
pet food:5
colorful words & phrases:49
american stories:1
wives:5
tales:23
"""old"":5"
emperors:15
sports figures:11
great things:5
famous speeches:12
historic in-laws:5
"""toasts"":5"
oscar songs:10
trios:34
1953:15
fast food:22
white house:5
organized labor:10
children's  literature:5
figure skaters:5
last name's the same:119
the 1940s:35
recycling:5
cycling:10
in statuary hall:5
musical theatre:134
april fools' day:10
makeup:15
"starts with ""j"":24"
state symbols:12
all about teeth:5
presidential moms:20
american folklore:21
"""k"" on the map:15"
mayors:30
young abe lincoln:9
cary grant films:20
the league of nations:30
'50s rock lyrics:5
siblings:10
thurber:5
entertainers of the past:6
music appreciation:103
british potpourri:5
it's extinct:10
1992 women olympians:5
tell:4
kiss:9
bestsellers:123
cooking equipment:10
i love lucy:11
french business & industry:5
dynasties:15
contemporary authors:37
cowboy life:5
schemes:5
religious groups:2
swimming & diving:15
english history:23
assassins:16
the river jordan:5
actors on stage:5
italian food:19
old movies:22
let's do lunch:5
classical composers:146
"""great"" films:8"
word & phrase origins:87
"""m.d.""s:14"
aka:29
"""new"" places:10"
the '70s:15
current sitcoms:5
films of the '80s:9
gases:9
there are no small parts:10
"don't ""call"" us:3"
"we'll call ""u"":3"
famous geminis:5
"call me ""mr."":5"
movie misses:5
industrial design:5
pulitzer prizes:10
operettas:12
lamp people:5
"""t"" on the map:10"
french cuisine:44
the 1890s:24
"file under ""x"":5"
the amazon:15
pliny the elder:5
french actresses:5
the u.s. treasury department:5
"""c"" you at the movies:15"
owls:5
historic homes:32
halogens:10
the iroquois:5
15-letter words:44
lacrosse:5
"historic ""g'' 's:5"
silent movie directors:5
golden guys:5
elvis songs:5
money & finance:15
playwrights & actresses:15
hitchcock's blondes:5
"""b"" in literature:5"
kings named haakon:5
champions:10
sams & samuels:5
health & medicine:199
russian rulers:20
1960s sitcoms:5
napoleons:5
"a""r""tists:5"
the declaration of independence:22
the senses:9
world drama:2
the ming dynasty:5
new york state:10
popes named gregory:5
"crossword clues ""v"":29"
north & south:10
signs & signals:5
nuclear energy:20
politicians:153
maxwell anderson:5
presidents' homes:1
colorful geography:25
rodgers & hammerstein:21
german cities:25
the leaf:5
"""can"" it:5"
generals:27
hitchcock:8
aces:10
card games:24
kings & queens:44
jacks:5
straits:9
full house:5
1960s rock:5
days of the week:51
"don't knock the ""rock"":5"
"""c"" in science:31"
handwriting:5
shakespearean actors:46
historic events:4
roman emperors:20
old radio:11
survey says:6
people & places:77
the restoration:9
famous kims:5
december 1969:5
canadian geography:26
space firsts:14
17th century literature:6
"crossword clues ""a"":55"
u.s. lakes:17
"""save"":5"
lyricists:14
1992:5
the 19th century:97
edible phrases:5
le cinema schwarzenegger:5
rejected:4
business partners:10
"""w""riters:19"
animal verbs:25
kentucky:15
lieutenants:5
modern authors:5
teens in history:50
aquatic animals:5
teens in literature:30
1992 films:5
"""a"" ""b"" ""c""s:5"
scientific instruments:11
horror films:10
nebraska:18
"geography ""b"":42"
current monarchs:5
the vietnam war:29
phobias:38
notable names:185
theme parks:10
attackers:5
appetizers:15
kingly nicknames:10
canadian capitals:20
'50s fads & fashions:5
name the decade:44
fats & oils:15
biblical royalty:5
giants:20
state mottoes:48
the rolling stones:18
"paint it ""black"":9"
the war of 1812:42
traffic signs:5
"file under ""h"":26"
the middle east:45
the tony awards:32
1951:5
esperanto:10
chinese history:30
pennsylvanians:5
"name that countr""y"":5"
the '40's:5
foreign phrases:15
former occupation:5
"""shells"":4"
language:17
the history of hair:5
asian history:51
gorillas:10
bill clinton:15
in the beginning:22
pop & rock music:5
ode to england:28
tea time:30
rhodes scholars:5
world potpourri:15
submarines:5
men of letter:4
swaziland:5
bugs:40
money superstitions:5
"tv ""o""s:5"
1893:5
european cuisine:20
naval battles:9
notable women:116
essays:29
the new testament:89
birthplaces:15
"""s"" on the map:5"
"the ""long"" & the ""short"" of it:10"
oahu:5
journalism 101:5
cabinet members:5
ears:5
port cities:7
unofficial state nicknames:25
"in the ""pink"":5"
heraldry:27
hollywood in the '30s:5
tycoons:10
authors' birthplaces:13
coffee break:20
honey:10
travel u.s.a.:76
completes the proverb:45
gods & goddesses:11
taiwan:5
similes:27
novelists:25
the garfield era:5
famous buildings:19
mythology books & authors:5
down easters:5
american musicals:1
world almanac 1868:5
pig odds & ends:5
ranks & titles:80
"crossword clues ""m"":87"
the 9 worthies:5
30-something:5
dutch business & industry:5
movie classics:31
"""o"" no!:15"
containers:38
french art & artists:30
second people:5
"crossword clues ""e"":28"
foods of the world:10
eyes:5
actors & royal roles:5
european travel:10
"ends with ""oof"":5"
1899:10
medicinal plants:15
"glub, glub:5"
"""big"":14"
radio comedy:5
"""little"":13"
philanthropy:7
